"School ID","School Ministry Number","School Name","Year Established","School Classification","Education Office","District Name","Administrative Region","Administrative Contry","Administrative Centers","School Address","School Phone","School Fax","Study Level","School Gender","Student Count","Saudi Student Count","NonSaudi Student Count","Teachers Count","Saudi Teacher Count","NonSaudi Teacher Count","Classes Count"
"21649","54030","ALNAIRYAH PRIVATE ELEMENTARY SCHOOL","1422","أهلي","مكتب التربية والتعليم بالنعيرية","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","النعيرية","النعيرية","النعيرية -العزيزية","b54030@schooleast.gov.sa","3730270","3730729","المرحلة الابتدائية","بنين","326","285","41","24","8","16","17"
"18100","10468","Maslamah bin Abdulmalek Elementary School","","حكومي","مكتب التربية والتعليم بالعزيزية","الإدارة العامة للتربية والتعليم الرياض","الرياض","الرياض","الرياض","البرية","pgmsalbari@ariyadhedu.gov.sa","4980029","4980029","المرحلة الابتدائية","بنين","55","49","6","12","12","0","6"
"4505","72591","ALdhahara secondary school","1412","Ш­ЩѓЩ€Щ…ЩЉ","Ш§ШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ†Щ…Ш§Шµ","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ†Щ…Ш§Шµ","Ш№ШіЩЉШ±","Ш§Щ„Щ†Щ…Ш§Шµ","Ш§Щ„Щ†Щ…Ш§Шµ","Ш§Щ„Щ†Щ…Ш§Шµ","g72567@namasedu.gov.sa","072931854","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш«Ш§Щ†Щ€ЩЉШ©","ШЁЩ†Ш§ШЄ","57","55","2","17","17","0","9"
"17794","10149","Bilal bin Rabah Elementary School","","حكومي","مكتب التربية والتعليم بالسويدي","الإدارة العامة للتربية والتعليم الرياض","الرياض","الرياض","الرياض","السويدي","pgmdrabah@riyadhedu.gov.sa","4240107","0","المرحلة الابتدائية","بنين","398","323","75","30","30","0","15"
"30532","94040","Aprima haertalsalam","1408","Ш­ЩѓЩ€Щ…ЩЉ","Щ†Ш¬Ш±Ш§Щ†","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Щ†Ш¬Ш±Ш§Щ†","Щ†Ш¬Ш±Ш§Щ†","Щ†Ш¬Ш±Ш§Щ†","Щ†Ш¬Ш±Ш§Щ†","Ш­Ш§Ш¦Ш±Щ‡ Ш§Щ„ШіЩ„Щ…","abt94040@najranedug.gov.sa","0","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","276","263","13","23","23","0","13"
"37125","11692","Al-Mezahemeah Elementary School - Hearing Disability & Speech Disorder Programme","","حكومي","مكتب التربية والتعليم بالجنوب","الإدارة العامة للتربية والتعليم الرياض","الرياض","المزاحمية","المزاحمية","","pgmsalmezahe@sol.net.sa","","","المرحلة الابتدائية","بنين","2","2","0","2","2","0","1"
"11605","70401","that- alsoari","","حكومي","البرك","الإدارة العامة للتربية والتعليم بمحافظة محايل عسير","عسير","البرك","البرك","تعليم محايل - عمق","thatalswarei-70387@hotmail.com","072747837","077460168","المرحلة المتوسطة","بنين","90","90","0","12","12","0","3"
"2436","84307","OHOD SECONDARY SCHOOL","1423","Ш­ЩѓЩ€Щ…ЩЉ","ШіЩѓШ§ЩѓШ§","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Ш§Щ„Ш¬Щ€ЩЃ","Ш§Щ„Ш¬Щ€ЩЃ","ШіЩѓШ§ЩѓШ§","ШіЩѓШ§ЩѓШ§","ШіЩѓШ§ЩѓШ§ / Ш­ЩЉ Ш§Щ„ШµЩ€Ш§Щ„Ш­Ш© ШЁЩ‚Ш§Ш±Ш§","ashrfn2007@gmail.com","046332351","046332351","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш«Ш§Щ†Щ€ЩЉШ©","ШЁЩ†ЩЉЩ†","319","316","3","28","28","0","13"
"19497","29199","ABU HORIRAH","1411","حكومي","شرق الطائف","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","الطائف","الطائف حي ام السباع","mohd_net@hotmail.com","7421039","0","المرحلة الابتدائية","بنين","180","166","14","20","20","0","11"
"15820","77669","The 1st Intermediate School in maqna","1403","حكومي","مركز اشراف البدع","الإدارة العامة للتربية والتعليم بمنطقة تبوك","تبوك","حقل","مقنا","مقناء","taboukged@moe.gov.sa","4341209","0","المرحلة المتوسطة","بنات","61","61","0","9","9","0","5"
"51830","111885","ALHarith bin Omair Elementary School","1435","حكومي","مكتب التربية والتعليم بالرائد","الإدارة العامة للتربية والتعليم الرياض","الرياض","","","","","","","المرحلة الابتدائية","بنين","0","0","0","0","0","0","0"
"22909","73165","Alsaila","1398","حكومي","مكتب التربية والتعليم بالشملي","الإدارة العامة للتربية والتعليم بمنطقة حائل","حائل","الغزالة","أنبوان","الشعيلاء","b73165@hailsa.gov.sa","62670908","0","المرحلة الابتدائية","بنين","51","51","0","7","7","0","6"
"3089","19564","The 5th Secondary School","1418","Ш­ЩѓЩ€Щ…ЩЉ","Ш§Щ„ШІЩ„ЩЃЩЉ","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„ШІЩ„ЩЃЩЉ","Ш§Щ„Ш±ЩЉШ§Ш¶","Ш§Щ„ШІЩ„ЩЃЩЉ","Ш§Щ„ШІЩ„ЩЃЩЉ","Ш­ЩЉ Ш§Щ„Щ‚ШЇШі","saruna-24@hotmail.com","064220096","","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш«Ш§Щ†Щ€ЩЉШ©","ШЁЩ†Ш§ШЄ","144","127","17","19","19","0","10"
"18432","11962","Salim bin Aouf Elementary School","","حكومي","مكتب التربية والتعليم بالسويدي","الإدارة العامة للتربية والتعليم الرياض","الرياض","الرياض","الرياض","السويدي","igmdsalm@riyadhedu.gov.sa","4288970","4288970","المرحلة الابتدائية","بنين","238","226","12","18","18","0","12"
"20223","36186","al emam moslem","1397","حكومي","العرضية الشمالية","إدارة التربية والتعليم بمحافظة القنفذة","مكة المكرمة","القنفذه","العرضية الشمالية","حضرة ببني بحير","sqq88@hotmail.com","503150781","0","المرحلة الابتدائية","بنين","68","68","0","9","9","0","6"
"23783","84156","Ali bin Taleb Elementary School","1419","?????","?????","??????? ?????? ??????? ???????? ?????? ?????","?????","?????","?????","??? ?????","sch84156@joufmail.gov.sa","6540407","0","??????? ??????????","????","89","89","0","12","12","0","6"
"52149","117837","AR","","حكومي","الدوادمي","إدارة التربية والتعليم بمحافظة الداوادمي","الرياض","الدوادمي","الدوادمي","","dwi17262@dwadmiedu.gov.sa","","","المرحلة المتوسطة","بنين","1","1","0","0","0","0","1"
"11001","60195","Abe Obidah Inter Mediate School","1409","حكومي","مكتب التربية والتعليم بمحافظة حفرالباطن","إدارة التربية والتعليم بمحافظة حفر الباطن","الشرقية","حفر الباطن","حفر الباطن","حفر الباطن","moohjafer@gmail.com","7310398","0","المرحلة المتوسطة","بنين","13","1","12","9","9","0","3"
"19815","32161","Abi Sufyan Elementary School","1394","حكومي","مكتب التربية والتعليم بالنسيم","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","جده","جدة","حي بني مالك","las547@hotmail.com","6722803","026722803","المرحلة الابتدائية","بنين","816","356","460","37","37","0","24"
"13442","27894","The 3rd Intermediate School At Khlais","1414","حكومي","مكتب إدارة التربية والتعليم -خليص","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","خليص","خليص","المغاربة","27894@jedu.gov.sa","2134223","2134223","المرحلة المتوسطة","بنات","107","101","6","12","12","0","5"
"20753","44152","Primary Al-Imam Turki bin Abdullah","1395","حكومي","مكتب التربية والتعليم بمحافظة الحناكية","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","الحناكية","الهميج","الهميج","44152@madinahedu.net","8431090","0","المرحلة الابتدائية","بنين","36","36","0","13","13","0","6"
"11617","70441","Abi Ubaid Alrahman Al solami","","حكومي","البرك","الإدارة العامة للتربية والتعليم بمحافظة محايل عسير","عسير","محايل","محايل عسير","القحمه","s20058@hotmail.com","72401014","72401014","المرحلة المتوسطة","بنين","66","66","0","11","11","0","3"
"49524","143007","Autism program Bmtosth Musab bin Omair Al-Ula","","حكومي","تعليم العلا بنين","إدارة التربية والتعليم بمحافظة العلا","المدينة المنورة","العلا","العلا","","","","","المرحلة الثانوية","بنين","0","0","0","0","0","0","2"
"2460","86160","Al-nasfah","1419","حكومي","إدارة التربية والتعليم بمحافظة القريات بنين","إدارة التربية والتعليم بمحافظة القريات","الجوف","القريات","الناصفة","القريات-الناصفه","a86160@w.cn","046419092","","المرحلة الثانوية","بنين","175","174","1","22","22","0","9"
"29571","78162","zohour al watn elementary private school","1430","أهلي","مركز اشراف تبوك","الإدارة العامة للتربية والتعليم بمنطقة تبوك","تبوك","تبوك","تبوك","مروج الامير","z_alwatan@hotmail.com","4234488","0","المرحلة الابتدائية","بنات","178","171","7","15","15","0","10"
"8614","21233","alqararh m","","حكومي","مكتب التربية والتعليم بالحصاة","إدارة التربية والتعليم بمحافظة القويعية","الرياض","القويعية","","القرارة بالعريف","","6591159","0","المرحلة المتوسطة","بنين","25","25","0","7","7","0","3"
"19939","32290","ALfatth Elementary SCHOOL","1374","حكومي","مكتب التربية والتعليم بالنسيم","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","جده","جدة","حي الثغر","fth1432@hotmail.com","6878268","6878268","المرحلة الابتدائية","بنين","722","634","88","45","45","0","24"
"26539","39023","Saiaa primary","1412","حكومي","ادارة الليث","إدارة التربية والتعليم بمحافظة الليث","مكة المكرمة","الليث","سعيا","سعيا","sch39023@allailhged.gov.sa","532367884","0","المرحلة الابتدائية","بنات","112","112","0","20","20","0","6"
"7823","10621","Prince Naif bin Abdulaziz Complex Intermediate School","","حكومي","مكتب التربية والتعليم بالشرق","الإدارة العامة للتربية والتعليم الرياض","الرياض","","","النسيم الشرقي","pgmenaief@riyddhedu.gof.sa","2463227","2463227","المرحلة المتوسطة","بنين","73","72","1","20","20","0","3"
"27885","55878","Al-Mubarikiya Elementary School","1420","ШЈЩ‡Щ„ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШґШ±Щ‚ Ш§Щ„ШЇЩ…Ш§Щ…","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁШ§Щ„Щ…Щ†Ш·Щ‚Ш© Ш§Щ„ШґШ±Щ‚ЩЉШ©","Ш§Щ„ШґШ±Щ‚ЩЉШ©","Ш§Щ„ШЇЩ…Ш§Щ…","Ш§Щ„ШЇЩ…Ш§Щ…","Ш§Щ„Щ…ШЁШ§Ш±ЩѓЩЉШ©","g55878@scooleast.gov.sa","8091137","8090029","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","105","94","11","12","11","1","6"
"26312","34960","Al-Salheyyah Elementary School","1419","????","???? ????? ??????? ????????- ????? ??? ???","??????? ?????? ??????? ???????? ??????? ???","??? ???????","???","???","?????? ???????","35073@jedu.gov.sa","6300831","6300835","??????? ??????????","????","188","15","173","22","22","0","7"
"22939","73196","ALQAED","1400","حكومي","مكتب التربية والتعليم بالشمال","الإدارة العامة للتربية والتعليم بمنطقة حائل","حائل","حائل","القاعد","القاعد","b73196@hailsa.gov.sa","5650020","65650020","المرحلة الابتدائية","بنين","184","173","11","16","16","0","8"
"30298","88771","Moktarah elementary school","1404","حكومي","مكتب التربية والتعليم بصامطة","الإدارة العامة للتربية والتعليم بمنطقة جازان","جازان","صامطة","صامطة","مختارة الشارع العام","88771@jazanedu.gov.sa","73197074","0","المرحلة الابتدائية","بنات","103","86","17","20","20","0","6"
"27495","51088","The 21st Elementary School at AL Rass","1415","حكومي","إدارة التربية والتعليم بمحافظة الرس","إدارة التربية والتعليم بمحافظة الرس","القصيم","الرس","الرس","العزيزية","51088@alrassge.gov.sa","3332472","0163332472","المرحلة الابتدائية","بنات","103","82","21","26","26","0","6"
"20425","40152","Primary AL Ghazlani","1404","حكومي","مكتب التربية والتعليم بمحافظة بدر","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","بدر","بدر","محافظة بدر- الغزلاني- بجوار المعهد المهني","40152@madinaedu.net","3324243","0","المرحلة الابتدائية","بنين","125","124","1","10","10","0","7"
"29976","85067","The22nd primary school at sakaka","1417","Ш­ЩѓЩ€Щ…ЩЉ","ШіЩѓШ§ЩѓШ§","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Ш§Щ„Ш¬Щ€ЩЃ","Ш§Щ„Ш¬Щ€ЩЃ","ШіЩѓШ§ЩѓШ§","ШіЩѓШ§ЩѓШ§","Ш§Щ„ШіЩ€Щ‚","s-6-22@live.com","6243406","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","110","73","37","29","29","0","6"
"9462","32784","AL AMJAD ALTHANIA Middle School – Private","1417","أهلي","مكتب التربية والتعليم بالنسيم","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","جده","جدة","حي الثغر الجديد","32784@jedu.gov.sa","6320002","6320496","المرحلة المتوسطة","بنين","294","207","87","28","12","16","15"
"23221","76161","Ajnaden Primary School","1416","حكومي","محافظة الوجه","الإدارة العامة للتربية والتعليم بمنطقة تبوك","تبوك","الوجه","المنجور","بئر المدقة","wjh10025@hotmail.com","043830788","0","المرحلة الابتدائية","بنين","39","39","0","3","3","0","6"
"2412","84221","Al-Andalus Secondary School","1417","حكومي","سكاكا","الإدارة العامة للتربية والتعليم بمنطقة الجوف","الجوف","سكاكا","سكاكا","سكاكا / حي الطوير","sch84184@joufmail.gov.sa","046252096","","المرحلة الثانوية","بنين","170","152","18","22","20","2","8"
"33050","242122","Classes of mental disability AlAqiq primary school","1417","حكومي","إدارة التربية والتعليم بالوادي","إدارة التربية والتعليم بمحافظة وادي الدواسر","الرياض","وادي الدواسر","الخماسين","وادي الدواسر - الخماسين","fahaad501@maktoob.com","7840916","","المرحلة الابتدائية","بنين","7","7","0","6","6","0","2"
"3985","51184","Salam Secondary School","1422","حكومي","مكتب التربية والتعليم بضرية","إدارة التربية والتعليم بمحافظة الرس","القصيم","الرس","ضرية","القصيم-الرس","51184@alrssge.gov.sa","062421207","","المرحلة الثانوية","بنات","76","76","0","20","20","0","6"
"24171","90146","Al sable Elementary School","1396","حكومي","مكتب التربية والتعليم في الدرب","إدارة التربية والتعليم بمحافظة صبيا","جازان","الدرب","الدرب","الدرب وادي ريم","sabia@sabiaedu.gov.sa","73462820","0","المرحلة الابتدائية","بنين","67","67","0","14","14","0","6"
"13410","27862","Alabiar Intermediate School","1412","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… -Ш®Щ„ЩЉШµ","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш¬ШЇШ©","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш®Щ„ЩЉШµ","ШіШЄШ§Ш±Ш©","Ш§Щ„ШЈШЁЩЉШ§Ш± / Щ€Ш§ШЇЩЉ ШіШЄШ§Ш±Ш©","27862@jedu.gov.sa","2885304","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Щ…ШЄЩ€ШіШ·Ш©","ШЁЩ†Ш§ШЄ","49","47","2","17","17","0","5"
"8174","11527","Wathelah bin Al-Khatab Intermediate School","","حكومي","مكتب التربية والتعليم بالسويدي","الإدارة العامة للتربية والتعليم الرياض","الرياض","الرياض","الرياض","العريجاء","ans1393@gmail.com","4361380","4361380","المرحلة المتوسطة","بنين","227","216","11","20","20","0","6"
"19436","29135","ALSAD","1391","حكومي","بالحارث","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","ميسان","السد بني الحارث","29135@taifedu.gov.sa","7611848","0","المرحلة الابتدائية","بنين","11","11","0","6","6","0","4"
"29135","74559","ALsaedan Elementary School","1404","حكومي","موقق","الإدارة العامة للتربية والتعليم بمنطقة حائل","حائل","حائل","موقق","سعيدان","g74559@hailsa.gov.sa","5660203","2424111","المرحلة الابتدائية","بنات","61","61","0","10","10","0","6"
"28285","62561","Al-Mgmal Elementary School at Abha","1402","حكومي","ابها","الإدارة العامة للتربية والتعليم بمنطقة عسير","عسير","أبـها","السودة","خط الطائف قرية آل مجمل","62561@asedu.gov.sa","2326726","2326726","المرحلة الابتدائية","بنات","39","38","1","15","15","0","6"
"25770","30676","The First Elementary at Ranyah","1383","حكومي","مكتب التربية و التعليم برنيه","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","رنيه","رنية","النزهة","306762@teifged.gov.sa","8421420","0","المرحلة الابتدائية","بنات","119","83","36","15","15","0","6"
"34993","84405","Altaalahm Private","","أهلي","صوير","الإدارة العامة للتربية والتعليم بمنطقة الجوف","الجوف","سكاكا","صوير","","","046292928","","المرحلة المتوسطة","بنين","50","50","0","5","4","1","3"
"46490","49246","r","","حكومي","مكتب التربية والتعليم في محافظة عقلة الصقور","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","عقلة الصقور","مركز النقرة","النقره","","0","00","رياض أطفال","بنات","28","26","2","3","3","0","3"
"25420","27638","The 1st Elementary School At Khlais","1389","حكومي","مكتب إدارة التربية والتعليم -خليص","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","خليص","خليص","خليص حي المغاربة","27638@jedu.gov.sa","2343690","2343690","المرحلة الابتدائية","بنات","170","141","29","19","19","0","7"
"13701","31262","The Third Intermediate School at Al-Khormah","1423","?????","???? ??????? ? ??????? ???????","??????? ?????? ??????? ???????? ??????? ??????","??? ???????","??????","??????","????? ??????","ebte1333@hotmail.com","028322273","0","??????? ????????","????","121","104","17","16","16","0","7"
"18243","11038","Arruwaad National Elementary School - Al-Ezdehar","","أهلي","مكتب التربية والتعليم بالروضة","الإدارة العامة للتربية والتعليم الرياض","الرياض","الرياض","الرياض","الازدهار -مخرج 9 الدائري الشرقي","ppmnalroaad@riyadhedu.gov.sa","4505252","4539525","المرحلة الابتدائية","بنين","1046","983","63","121","17","104","45"
"26070","34128","The 100th Elementary School","1434","?????","???? ????? ??????? ????????- ????? ???","??????? ?????? ??????? ???????? ??????? ???","??? ???????","???","???","???? ???????? 4","34128@jedu.gov.sa","","","??????? ??????????","????","229","188","41","15","15","0","7"
"29030","71297","AL - Fayed Elementray School","","حكومي","البرك","الإدارة العامة للتربية والتعليم بمحافظة محايل عسير","عسير","البرك","البرك","الفيض","f.m.alsubehi@hotmail.com","1111111111","","المرحلة الابتدائية","بنات","152","152","0","16","16","0","6"
"35130","54308","AMRO BIN ALJAMOUH ELEMENTARY SCHOOL","","حكومي","مكتب التربية والتعليم بغرب الدمام","الإدارة العامة للتربية والتعليم بالمنطقة الشرقية","الشرقية","الدمام","الدمام","الدمام - حي المنار","edpg253@schooleast.net","038130579","038130579","المرحلة الابتدائية","بنين","812","782","30","49","49","0","24"
"39851","31359","Arehab Literacy","1425","حكومي","مكتب التربية و التعليم بالحوية","الإدارة العامة للتربية والتعليم بمحافظة الطائف","مكة المكرمة","الطائف","الطائف","الرحاب","fatmahalfageeh@gmail.com","7292655","","تعليم كبار","بنات","13","13","0","3","3","0","3"
"40070","27502","KG2 in Makkah","1400","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… Ш¬Щ†Щ€ШЁ Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„ШҐШЇШ§Ш±Ш© Ш§Щ„Ш№Ш§Щ…Ш© Щ„Щ„ШЄШ±ШЁЩЉШ© Щ€ Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Щ†Ш·Щ‚Ш© Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„Ш№Щ€Ш§Щ„ЩЉ - Ш§Щ„Ш­ЩЉ Ш§Щ„Ш±Ш§Щ‚ЩЉ","kds2@mge.gov.sa","5271664","5271664","Ш±ЩЉШ§Ш¶ ШЈШ·ЩЃШ§Щ„","ШЁЩ†Ш§ШЄ","66","66","0","6","6","0","3"
"1125","32876","DAR AL-TARBIA AL-HADETHA","1422","أهلي","مكتب التربية والتعليم بوسط جدة","الإدارة العامة للتربية والتعليم بمحافظة جدة","مكة المكرمة","جده","جدة","الحمراء","32876@jedu.gov.sa","6658043","6650623","المرحلة الثانوية","بنين","140","106","34","18","5","13","7"
"24135","90109","haroon -","1395","حكومي","مكتب التربية والتعليم في بيش","إدارة التربية والتعليم بمحافظة صبيا","جازان","بيش","مسلية","صبيا مدرسة القوام الأبتدائيه","sch109@sabiaedu.gov.sa","3135954","0","المرحلة الابتدائية","بنين","196","177","19","15","15","0","8"
"26537","39021","sooq jatham primary","","حكومي","ادارة الليث","إدارة التربية والتعليم بمحافظة الليث","مكة المكرمة","الليث","جذم","سوق جدم الابتدائية","sch39021@allaithged.gov.sa","7421767","0","المرحلة الابتدائية","بنات","79","79","0","23","23","0","9"
"48968","186001","Sanabel Qurayyat","1434","أهلي","إدارة التربية والتعليم بمحافظة القريات بنين","إدارة التربية والتعليم بمحافظة القريات","الجوف","القريات","القريات","","","","","المرحلة الابتدائية","بنين","115","105","10","14","5","9","7"
"22662","70139","Arrehab","1383","حكومي","بارق","الإدارة العامة للتربية والتعليم بمحافظة محايل عسير","عسير","المجاردة","بارق","بارق - الخوش","zaheman@hotmail.com","2825565","","المرحلة الابتدائية","بنين","106","103","3","10","10","0","6"
"27216","48368","m","","حكومي","مكتب التربية والتعليم في محافظة عقلة الصقور","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","عقلة الصقور","مركز عقلة الصقور","امباري","a000@qge.gov.sa","2690137","0","المرحلة الابتدائية","بنات","82","80","2","15","15","0","6"
"23314","76413","Alabnaa Alrabeaa Primary School","1402","حكومي","تبوك","الإدارة العامة للتربية والتعليم بمنطقة تبوك","تبوك","تبوك","تبوك","معهد سلاح المدرعات","school4a@icc.net.sa","4412053","4412053","المرحلة الابتدائية","بنين","365","364","1","30","30","0","12"
"409","10845","Badr Night Secondary School","","حكومي","مكتب التربية والتعليم بالسويدي","الإدارة العامة للتربية والتعليم الرياض","الرياض","الرياض","الرياض","","","","","المرحلة الثانوية","بنين","264","260","4","24","24","0","10"
"22781","70393","Ibn Mujahid","","حكومي","البرك","الإدارة العامة للتربية والتعليم بمحافظة محايل عسير","عسير","البرك","القحمة","تعليم محافظة محايل","mdny-1478963@hotmail.com","2411016","0","المرحلة الابتدائية","بنين","84","84","0","16","16","0","6"
"2523","87770","AL- Ahad Night","1426","حكومي","المسارحة والحرث","الإدارة العامة للتربية والتعليم بمنطقة جازان","جازان","أحد المسارحة","أحد المسارحة","الشرقي","www.y.j.a.s@hotmail.com","","","المرحلة الثانوية","بنين","345","340","5","3","3","0","6"
"26561","39046","um hatab primary","","Ш­ЩѓЩ€Щ…ЩЉ","Щ…ЩѓШЄШЁ Ш§Ш¶Щ…","ШҐШЇШ§Ш±Ш© Ш§Щ„ШЄШ±ШЁЩЉШ© Щ€Ш§Щ„ШЄШ№Щ„ЩЉЩ… ШЁЩ…Ш­Ш§ЩЃШёШ© Ш§Щ„Щ„ЩЉШ«","Щ…ЩѓШ© Ш§Щ„Щ…ЩѓШ±Щ…Ш©","Ш§Щ„Щ„ЩЉШ«","ШЈШёЩ…","Ш§Щ… Ш­Ш·ШЁ","sch39046@allaithged.gov.sa","7461233","0","Ш§Щ„Щ…Ш±Ш­Щ„Ш© Ш§Щ„Ш§ШЁШЄШЇШ§Ш¦ЩЉШ©","ШЁЩ†Ш§ШЄ","55","55","0","19","19","0","6"
"21052","47287","king khalid Elementaryschool","1388","حكومي","مكتب التربية والتعليم بمحافظة عقلة الصقور","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","عقلة الصقور","مركز عقلة الصقور","القصيم-عقلةالصقور","p-47287@qbe.gov.sa","62430242","62430163","المرحلة الابتدائية","بنين","196","185","11","22","22","0","14"
"35359","35488","Madinaty AL-Saghera Elementary School","1432","????","???? ????? ??????? ????????- ????? ???","??????? ?????? ??????? ???????? ??????? ???","??? ???????","???","???","??? ?? ?????? 6","hayatmajed@gmail.com","026120200","6120200","??????? ??????????","????","88","88","0","11","11","0","6"
"10172","47367","ibn khaldoon","","حكومي","مكتب التربية والتعليم جنوب بريدة","الإدارة العامة للتربية والتعليم بمنطقة القصيم","القصيم","بريدة","بريدة","القصيم - بريدة- حي الموطأ","i-47367@qbe.gov.sa","3231367","3231367","المرحلة المتوسطة","بنين","199","164","35","23","23","0","9"
"50742","142080","khawla bint alyaman Elementary School","1435","حكومي","مكتب التربية والتعليم غرب المدينة المنورة","الإدارة العامة للتربية والتعليم بمنطقة المدينه المنورة","المدينة المنورة","المدينة المنورة","المدينة المنورة","","hanan-al-aalam14221@hotmail.com","","","المرحلة الابتدائية","بنات","47","29","18","12","12","0","6"
"22625","68448","-","","حكومي","ظهران الجنوب","إدارة التربية والتعليم بمحافظة سراة عبيدة","عسير","ظهران الجنوب","الفيض","الفيض دهر","sa68448@taleemsa.gov.sa","72491082","0","المرحلة الابتدائية","بنين","23","23","0","8","8","0","6"
